1	mñ		0	100					
1	m		0	600					
1			1	3					
1	m		50	100					
1	m		50	400					
1	m		500	1000					
1	m		200	350					
2	cm		3	10			1.3	3.2	
1	m		1100	2200					
1	m		2	45					
2	cm		4	32			1.5	12	
1	m		0	3000					
1	m		2	40					
1			3	14					
1	m		0	3000					
1	m		15	45					
1			10	16	20				
1	m		0	900					
1	cm		3	6	10				
1	cm		0.6	6					
